,name,genres,minimum,recommended,release_date,developer,publisher,overall_player_rating,reviews,english_reviews
229,F1® 24,"['Racing', 'Sports', 'Driving', 'Multiplayer', 'Automobile Sim', 'VR', 'Simulation', 'Early Access', 'Singleplayer', 'Competitive', 'Realistic', 'Casual', 'Co-op', 'Online Co-Op', 'PvP', 'Character Customization', 'Horror', 'World War II', 'Great Soundtrack', 'eSports']","['Requires a 64-bit processor and operating system', 'OS: Windows 10 64-bit Version 21H1 or newer', 'Processor: Intel Core i3-2130 | Core i5-9600k (VR) or AMD FX 4300 | Ryzen 5 2600X (VR)', 'Memory: 8 GB RAM', 'Graphics: NVIDIA GTX 1060 (6GB) | GTX 1660Ti (VR) | RTX 2060 (RT) // AMD RX 480 (8GB) | RX 590 (VR) | 6700XT (RT) // Intel Arc A380 (VR/RT)', 'DirectX: Version 12', 'Network: Broadband Internet connection', 'Storage: 100 GB available space', 'Sound Card: Direct X Compatible', 'VR Support: Steam VR. Keyboard and mouse required', 'Additional Notes: GPU must support D3D_SHADER_MODEL_6_6.']","['Requires a 64-bit processor and operating system', 'OS: Windows 10 64-bit Version 21H1 or newer', 'Processor: Intel Core i5-9600k or AMD Ryzen 5 2600X', 'Memory: 16 GB RAM', 'Graphics: NVIDIA RTX 2070 (+VR) | RTX 3070 (RT) // AMD RX 6600XT | RX 6700XT (VR) | RX 6800 (RT) // Intel Arc A580 (VR/RT)', 'DirectX: Version 12', 'Network: Broadband Internet connection', 'Storage: 100 GB available space', 'Sound Card: Direct X Compatible', 'VR Support: Meta Quest 2 + Link; Oculus Rift S; HTC Cosmos; HTC Vive Pro; Valve Index; HP Reverb G2', 'Additional Notes: GPU must support D3D_SHADER_MODEL_6_6.']","31 May, 2024",['Codemasters'],['Electronic Arts'],5.0,"(4,246)","2,283"
230,Fishing Planet,"['Fishing', 'Free to Play', 'Multiplayer', 'Simulation', 'Sports', 'Relaxing', 'Realistic', 'Massively Multiplayer', 'Co-op', 'First-Person', 'Open World', 'Singleplayer', 'Online Co-Op', 'Family Friendly', 'Adventure', 'Casual', 'MMORPG', 'Action', 'FPS', 'Farming Sim']","['Requires a 64-bit processor and operating system', 'OS *: OS Version - Windows 7, 8, 10 x64', 'Processor: Dual-Core 2.4 Ghz', 'Memory: 4 GB RAM', 'Graphics: Graphics Card Intel HD4600 or higher', 'DirectX: Version 11', 'Network: Broadband Internet connection', 'Storage: 12 GB available space', 'Additional Notes: External mouse or compatible Xbox controller required']","['Requires a 64-bit processor and operating system', 'OS *: Windows 7,8,10 x64, Mac OS X', 'Processor: Quad-Core 3.0 GHz', 'Memory: 8 GB RAM', 'Graphics: Graphics Card with 2 GB Video RAM: Nvidia Geforce GTX 660 or equivalent', 'DirectX: Version 11', 'Network: Broadband Internet connection', 'Storage: 12 GB available space', 'Additional Notes: External mouse or compatible Xbox controller required']","11 Aug, 2015",['Fishing Planet LLC'],['Fishing Planet LLC'],2.0,"(59,354)","21,924"
231,Golf With Your Friends,"['Multiplayer', 'Casual', 'Mini Golf', 'Sports', 'Golf', 'Indie', 'Funny', 'Family Friendly', 'Co-op', 'Singleplayer', 'Early Access', 'Physics', 'Simulation', 'Strategy', 'Great Soundtrack', 'Local Multiplayer', 'Difficult', 'Memes', 'Massively Multiplayer', 'Action']","['Requires a 64-bit processor and operating system', 'OS *: Windows 7 SP1 (64-bit) or Windows 10 (64-bit)', 'Processor: Intel i3-2100 / AMD FX-6300 @3.1GHz or higher', 'Memory: 2 GB RAM', 'Graphics: GTX 460 / Radeon 6870 / Intel HD Graphics 630', 'Network: Broadband Internet connection', 'Storage: 4 GB available space']","['Requires a 64-bit processor and operating system', 'OS: Windows 10 (64-bit)', 'Processor: Intel i5-6600 3.3GHz / AMD FX 8350 4.0GHz', 'Memory: 4 GB RAM', 'Graphics: GTX 960 4GB VRAM / AMD R9 280 3GB VRAM', 'Storage: 4 GB available space']","19 May, 2020","['Blacklight Interactive', 'Team17']",['Team17'],2.0,"(42,674)","47,588"
232,EA SPORTS™ WRC,"['Racing', 'Simulation', 'Automobile Sim', 'Sports', 'Offroad', 'Multiplayer', 'PvP', 'Singleplayer', 'Early Access', 'VR', 'Driving']","['Requires a 64-bit processor and operating system', 'OS: Windows 10', 'Processor: AMD Ryzen 5 2600X Intel i5 9600K', 'Memory: 8 GB RAM', 'Graphics: Nvidia GTX 1060 Radeon RX Vega 56', 'DirectX: Version 12', 'Network: Broadband Internet connection', 'Storage: 95 GB available space', 'Sound Card: DirectX Compatible', 'VR Support: OpenXR: Meta Quest 3, Meta Quest 2, Meta Quest Pro, Valve Index, Oculus Rift S, Oculus CV1, HTC Vive', 'Additional Notes: SSD recommended']","['Requires a 64-bit processor and operating system', 'OS: Windows 10', 'Processor: AMD Ryzen 7 3700X Intel i5 10600K', 'Memory: 16 GB RAM', 'Graphics: Nvidia RTX 2070 Radeon RX 5700 XT', 'DirectX: Version 12', 'Network: Broadband Internet connection', 'Storage: 95 GB available space', 'Sound Card: DirectX Compatible', 'VR Support: OpenXR: Meta Quest 3, Meta Quest 2, Meta Quest Pro, Valve Index, Oculus Rift S, Oculus CV1, HTC Vive', 'Additional Notes: SSD recommended']","2 Nov, 2023",['Codemasters'],['Electronic Arts'],5.0,"(6,814)","4,116"
233,Tony Hawk's™ Pro Skater™ 1 + 2,"['Sports', 'Skateboarding', 'Multiplayer', 'Singleplayer', 'Arcade', 'Co-op', 'Character Customization', 'Third Person', '3D', 'Soundtrack', 'Music', 'Remake', 'Great Soundtrack', 'Open World']","['Requires a 64-bit processor and operating system', 'OS: Windows 10', 'Processor: AMD FX 6300 / Intel Core i3-4340', 'Memory: 8 GB RAM', 'Graphics: AMD HD 7950 / Nvidia GTX 660', 'DirectX: Version 11', 'Storage: 24 GB available space']","['Requires a 64-bit processor and operating system', 'OS: Windows 10', 'Processor: AMD Ryzen 5 1600X / Intel Core i5-2500K', 'Memory: 12 GB RAM', 'Graphics: AMD Radeon R9 390 / NVIDIA GTX 970', 'DirectX: Version 11', 'Storage: 24 GB available space']","3 Oct, 2023","['Vicarious Visions', 'Iron Galaxy Studios']",['Activision'],2.0,"(3,253)","2,366"
234,Season 1 MyCAREER Bonus Offer,"['Sports', 'Simulation', 'Basketball', 'eSports', '3D', 'Immersive Sim', 'Management', 'PvP', 'Character Customization', 'Controller', 'Deckbuilding', 'Team-Based', 'Trading', 'Co-op', 'Local Co-Op', 'Local Multiplayer', 'Multiplayer', 'Online Co-Op', 'Singleplayer', '4 Player Local']","['Requires a 64-bit processor and operating system', 'OS: Windows 10 64-Bit (latest update)', 'Processor: Intel® Core™ i3-9100 or AMD Ryzen™ 3 1200', 'Memory: 8 GB RAM', 'Graphics: NVIDIA® GeForce® GTX 960 4 GB or AMD Radeon™ RX 570 4 GB or Intel® Arc™ A580', 'DirectX: Version 12', 'Network: Broadband Internet connection', 'Storage: 150 GB available space', 'Additional Notes: SSD Required.  Dual-analog Gamepad recommended.  Initial installation requires one-time internet connection for Steam authentication; software installations required (included with the game) include DirectX and Visual C++ Redistributable 2019.  In order to play NBA 2K25 on PC, you need a processor capable of supporting AVX2 and a graphics card capable of supporting DirectX feature level 12.0.']","['Requires a 64-bit processor and operating system', 'OS: Windows 10 64-Bit (latest update)', 'Processor: Intel® Core™ i5-10600 or AMD Ryzen™ 5 3600X', 'Memory: 16 GB RAM', 'Graphics: NVIDIA® GeForce® RTX 2070 8 GB or AMD Radeon™ RX 5700 8 GB or Intel® Arc™ A770', 'DirectX: Version 12', 'Network: Broadband Internet connection', 'Storage: 150 GB available space', 'Additional Notes: SSD Required.  Dual-analog Gamepad recommended.  Initial installation requires one-time internet connection for Steam authentication; software installations required (included with the game) include DirectX and Visual C++ Redistributable 2019.  In order to play NBA 2K25 on PC, you need a processor capable of supporting AVX2 and a graphics card capable of supporting DirectX feature level 12.0.']","4 Sep, 2024",['Visual Concepts'],['2K'],7.0,(11% of 463) All Time,166
235,Russian Fishing 4,"['Fishing', 'Free to Play', 'Multiplayer', 'Simulation', 'Nature', 'Realistic', 'Relaxing', 'Crafting', 'Immersive Sim', 'First-Person', 'Sports', 'Atmospheric', 'Singleplayer', 'Open World', 'Survival', 'Massively Multiplayer', 'Casual', 'Adventure', 'RPG', 'Family Friendly']","['Requires a 64-bit processor and operating system', 'OS *: Windows 7/8/10 64-bit', 'Processor: Intel® i5 3Ghz', 'Memory: 8 GB RAM', 'Graphics: GTX 760', 'DirectX: Version 11', 'Network: Broadband Internet connection', 'Storage: 40 GB available space']","['Requires a 64-bit processor and operating system', 'OS *: Windows 7/8/10 64-bit', 'Processor: Intel® i5 3.5Ghz', 'Memory: 8 GB RAM', 'Graphics: GTX 1060', 'DirectX: Version 11', 'Network: Broadband Internet connection', 'Storage: 40 GB available space']","10 Nov, 2021",['FishSoft LLC'],['FishSoft LLC'],5.0,"(66,369)","5,664"
236,Football Manager 2024,"['Simulation', 'Sports', 'Strategy', 'Management', 'Football (Soccer)', 'Multiplayer', 'eSports', 'Economy', 'Real Time Tactics', 'Singleplayer', '3D', 'Text-Based', '2D']","['Requires a 64-bit processor and operating system', 'OS: Windows 10/11 with updates - 64 bit', 'Processor: Intel Core 2 or AMD Athlon 64 X2', 'Memory: 4 GB RAM', 'Graphics: Intel GMA X4500, NVIDIA GeForce 9600M GT, AMD/ATI Mobility Radeon HD 3650 - requires 256MB VRAM and DirectX® 11', 'DirectX: Version 11', 'Storage: 7 GB available space', 'Additional Notes: Display: 1024x768. Performance scales with higher-end systems.']",['Requires a 64-bit processor and operating system'],"6 Nov, 2023",['Sports Interactive'],['SEGA'],2.0,"(9,784)","6,881"
237,NBA 2K25 Hall of Fame Pass: Season 1,"['Sports', 'Simulation', 'Basketball', 'eSports', 'Immersive Sim', '3D', 'Management', 'PvP', 'Character Customization', 'Controller', 'Deckbuilding', 'Team-Based', 'Trading', 'Co-op', 'Local Co-Op', 'Local Multiplayer', 'Multiplayer', 'Online Co-Op', 'Singleplayer', '4 Player Local']","['Requires a 64-bit processor and operating system', 'OS: Windows 10 64-Bit (latest update)', 'Processor: Intel® Core™ i3-9100 or AMD Ryzen™ 3 1200', 'Memory: 8 GB RAM', 'Graphics: NVIDIA® GeForce® GTX 960 4 GB or AMD Radeon™ RX 570 4 GB or Intel® Arc™ A580', 'DirectX: Version 12', 'Network: Broadband Internet connection', 'Storage: 150 GB available space', 'Additional Notes: SSD Required.  Dual-analog Gamepad recommended.  Initial installation requires one-time internet connection for Steam authentication; software installations required (included with the game) include DirectX and Visual C++ Redistributable 2019.  In order to play NBA 2K25 on PC, you need a processor capable of supporting AVX2 and a graphics card capable of supporting DirectX feature level 12.0.']","['Requires a 64-bit processor and operating system', 'OS: Windows 10 64-Bit (latest update)', 'Processor: Intel® Core™ i5-10600 or AMD Ryzen™ 5 3600X', 'Memory: 16 GB RAM', 'Graphics: NVIDIA® GeForce® RTX 2070 8 GB or AMD Radeon™ RX 5700 8 GB or Intel® Arc™ A770', 'DirectX: Version 12', 'Network: Broadband Internet connection', 'Storage: 150 GB available space', 'Additional Notes: SSD Required.  Dual-analog Gamepad recommended.  Initial installation requires one-time internet connection for Steam authentication; software installations required (included with the game) include DirectX and Visual C++ Redistributable 2019.  In order to play NBA 2K25 on PC, you need a processor capable of supporting AVX2 and a graphics card capable of supporting DirectX feature level 12.0.']","3 Sep, 2024",['Visual Concepts'],['2K'],,() All Time,2
238,F1® Manager 2024,"['Simulation', 'Strategy', 'Racing', 'Automobile Sim', 'Immersive Sim', 'Time Management', 'Realistic', '3D', 'Driving', 'Management', 'Sports', 'Economy', 'Family Friendly', 'Tactical', 'Base Building', 'Choices Matter', 'PvE', 'Resource Management', 'Team-Based', 'Time Manipulation']","['Requires a 64-bit processor and operating system', 'OS: Windows 10 64-bit', 'Processor: Intel Core i5-4590 or AMD FX-8370', 'Memory: 8 GB RAM', 'Graphics: Nvidia GeForce GTX 960 or AMD R9 280x (3GB VRAM)', 'Storage: 30 GB available space']","['Requires a 64-bit processor and operating system', 'OS: Windows 10, 11 64-bit', 'Processor: Intel Core i7-7700 or AMD Ryzen 7 2700', 'Memory: 16 GB RAM', 'Graphics: GeForce GTX 1080 or Radeon RX 580 (4GB VRAM)', 'Storage: 30 GB available space']","23 Jul, 2024",['Frontier Developments'],['Frontier Developments'],5.0,"(1,732)","1,129"
239,Rooftops & Alleys: The Parkour Game,"['Simulation', 'Sports', 'Parkour', '3D Platformer', 'eSports', 'Exploration', 'First-Person', 'Third Person', 'Immersive Sim', '3D', 'Open World', 'Character Customization', 'Singleplayer', 'Physics', 'Controller', 'Early Access', 'Indie', 'Action', 'Gaming', 'Multiplayer']","['OS *: Windows 7 +', 'Processor: 2.5GHz dual core i5 or higher', 'Memory: 6 GB RAM', 'Graphics: GeForce GTX 950 or higher', 'DirectX: Version 11', 'Storage: 1 GB available space', ""Additional Notes: Make sure your graphic drivers are up to date and to experiment with the graphics settings to optimize your performance and get the best experience! RNA plays best at high FPS! If using a controller, make sure it's connected before launching the game.""]","['OS *: Windows 7 +', 'Processor: 2.5GHz dual core i5 or higher', 'Memory: 6 GB RAM', 'Graphics: GeForce GTX 950 or higher', 'DirectX: Version 11', 'Storage: 1 GB available space', ""Additional Notes: Make sure your graphic drivers are up to date and to experiment with the graphics settings to optimize your performance and get the best experience! RNA plays best at high FPS! If using a controller, make sure it's connected before launching the game.""]","21 May, 2024",['MLMEDIA'],['MLMEDIA'],1.0,"(3,498)","2,690"
240,Liftoff®: FPV Drone Racing,"['Simulation', 'Flight', 'Racing', 'Realistic', 'First-Person', 'Sports', 'Multiplayer', 'Immersive Sim', 'Indie', 'Early Access', 'Crafting', 'Level Editor', 'Singleplayer', 'Atmospheric', 'Exploration', 'Education', '3D', 'Modern', 'Parkour', 'Science']","['Requires a 64-bit processor and operating system', 'OS *: Windows 7', 'Processor: Intel 8th gen / AMD Ryzen 1st gen - 2.4GHz or faster.', 'Memory: 4 GB RAM', 'Graphics: Geforce GTX 960 / AMD Radeon HD 7750 - 2GB VRAM or more.', 'DirectX: Version 11', 'Network: Broadband Internet connection', 'Storage: 20 GB available space', 'Additional Notes: Only playable with a game or radio controller. Single screen setups recommended. Intel integrated graphics not supported.']","['Requires a 64-bit processor and operating system', 'OS: Windows 10 or Windows 11', 'Processor: Intel 10th gen / AMD Ryzen 3rd gen - 3.0GHz or faster.', 'Memory: 8 GB RAM', 'Graphics: Geforce RTX 2060 / AMD RX Vega 56 - 4GB VRAM or more.', 'DirectX: Version 11', 'Network: Broadband Internet connection', 'Storage: 20 GB available space', 'Additional Notes: Only playable with a game or radio controller.  Single screen setups recommended. Intel integrated graphics not supported.']","13 Sep, 2018",['LuGus Studios'],['LuGus Studios'],2.0,"(9,182)","5,008"
241,EA SPORTS FC™ 24,"['Football (Soccer)', 'Sports', 'Controller', 'Multiplayer', 'eSports', 'PvP', 'Competitive', 'PvE', 'Local Multiplayer', '3D', 'Simulation', 'Online Co-Op', 'Singleplayer', 'Realistic', 'Local Co-Op', 'Co-op', 'Action', 'Family Friendly', 'First-Person', 'Early Access']","['OS: Windows 10 - 64-Bit (Latest Update)', 'Processor: Intel Core i5-6600K @ 3.50GHz or AMD Ryzen 5 1600 @ 3.2 GHZ', 'Memory: 8 GB RAM', 'Graphics: NVIDIA GeForce GTX 1050 Ti 4GB or AMD Radeon RX 570 4GB', 'DirectX: Version 12', 'Network: Broadband Internet connection', 'Storage: 100 GB available space', 'Additional Notes: DirectX: 12 Compatible video card or equivalent (feature level 12_0)']","['OS: Windows 10 - 64-Bit (Latest Update)', 'Processor: Intel Core i7-6700 @ 3.40GHz or AMD Ryzen 7 2700X @ 3.7 GHZ', 'Memory: 12 GB RAM', 'Graphics: NVIDIA GeForce GTX 1660 or AMD RX 5600 XT', 'DirectX: Version 12', 'Network: Broadband Internet connection', 'Storage: 100 GB available space', 'Additional Notes: DirectX: 12 Compatible video card or equivalent (feature level 12_0)']","28 Sep, 2023",['EA Canada & EA Romania'],['Electronic Arts'],5.0,"(85,952)","33,783"
242,Undisputed,"['3D Fighter', 'Third Person', '3D', 'Combat', 'Controller', 'Boxing', 'Fighting', 'Sports', 'Realistic', 'Multiplayer', 'Early Access', 'Singleplayer', 'Local Multiplayer', 'Simulation', 'Action', 'eSports', 'PvE', 'PvP', 'Character Customization', 'Immersive Sim']","['Requires a 64-bit processor and operating system', 'OS *: Windows 8 or higher', 'Processor: Intel i5 7500 (3.4GHz) OR AMD 5 1600(3.2GHz)', 'Memory: 8 GB RAM', 'Graphics: GeForce GTX 1660 OR AMD Rx 590', 'DirectX: Version 11', 'Storage: 40 GB available space', 'Sound Card: 100% DirectX 11 compatible sound card', 'Additional Notes: As game progresses specs are likely to change. Please check back regularly.']","['Requires a 64-bit processor and operating system', 'OS: Windows 10', 'Processor: Intel i7-9700K (3.70GHz) OR AMD Ryzen 5 3600 (4.2GHz)', 'Memory: 16 GB RAM', 'Graphics: NVIDIA GeForce RTX 3070 / RTX 2070 OR AMD Radeon RX 5700 XT', 'DirectX: Version 12', 'Network: Broadband Internet connection', 'Storage: 40 GB available space', 'Sound Card: 100% DirectX 12 compatible sound card', 'Additional Notes: As game progresses specs are likely to change. Please check back regularly.']","31 Jan, 2023",['Steel City Interactive'],['Deep Silver'],3.0,"(13,370)","11,018"
243,Need for Speed™ Payback,"['Racing', 'Open World', 'Multiplayer', 'Combat Racing', 'Sports', 'Controller', 'PvP', 'Sandbox', 'Arcade', 'Third Person', 'First-Person', 'Strategy', 'Offroad', 'Vehicular Combat', 'Simulation', 'Co-op', 'Atmospheric', 'Online Co-Op', 'Singleplayer', 'Action']","['Requires a 64-bit processor and operating system', 'OS *: 64-bit Windows 7 or later', 'Processor: Intel i3 6300 @ 3.8GHz or AMD FX 8150 @ 3.6GHz with 4 hardware threads', 'Memory: 6 GB RAM', 'Graphics: NVIDIA GeForce® GTX 750 Ti or AMD Radeon™ HD 7850 or equivalent DX11 compatible GPU with 2GB of memory', 'DirectX: Version 11', 'Network: Broadband Internet connection', 'Storage: 30 GB available space']","['Requires a 64-bit processor and operating system', 'OS: 64-bit Windows 10 or later', 'Processor: Intel i5 4690K @ 3.5GHz or AMD FX 8350 @ 4.0GHz with 4 hardware threads', 'Memory: 8 GB RAM', 'Graphics: AMD Radeon™ RX 480 4GB, NVIDIA GeForce® GTX 1060 6GB or equivalent DX11 compatible GPU with 4GB of memory', 'DirectX: Version 11', 'Network: Broadband Internet connection', 'Storage: 30 GB available space']","6 Nov, 2017",['Ghost Games'],['Electronic Arts'],2.0,"(22,313)","7,397"
244,PGA TOUR 2K23,"['Sports', 'Simulation', 'RPG', 'Golf', 'Third Person', 'PvP', 'Singleplayer', 'Local Multiplayer', 'Local Co-Op', 'Controller', '4 Player Local']","['Requires a 64-bit processor and operating system', 'OS *: Windows 7 64 bit, Windows 8.1 64 bit', 'Processor: AMD FX-6200 or Intel Core i5-760 @ 2.80GHz', 'Memory: 6 GB RAM', 'Graphics: AMD Radeon HD 7850 or NVIDIA GTX 660 with 2GB RAM', 'DirectX: Version 11', 'Network: Broadband Internet connection', 'Storage: 12 GB available space', 'Sound Card: DirectX 11 Compatible']","['Requires a 64-bit processor and operating system', 'OS: Windows 10 64 bit', 'Processor: AMD FX-8350 or Intel Core i5-4670 @ 3.40GHz', 'Memory: 8 GB RAM', 'Graphics: AMD AMD Radeon RX 5700 XT or NVIDIA GeForce RTX 2070 SUPER', 'DirectX: Version 11', 'Network: Broadband Internet connection', 'Storage: 12 GB available space', 'Sound Card: DirectX 11 Compatible']","13 Oct, 2022",['HB Studios'],['2K'],3.0,"(4,182)","4,773"
245,DiRT Rally 2.0,"['Racing', 'Automobile Sim', 'Simulation', 'Multiplayer', 'Driving', 'VR', 'Sports', 'Offroad', 'Realistic', 'Difficult', 'Singleplayer', 'First-Person', 'Controller', 'Open World', 'Co-op', '3D Vision', 'Family Friendly', 'TrackIR', 'Action', 'Souls-like']","['Requires a 64-bit processor and operating system', 'OS *: 64bit versions of Windows® 7, Windows® 8, Windows® 10', 'Processor: AMD FX4300 or Intel Core i3 2130', 'Memory: 8 GB RAM', 'Graphics: AMD HD7750 or NVIDIA GTX650Ti', 'DirectX: Version 11', 'Network: Broadband Internet connection', 'Storage: 100 GB available space', 'Sound Card: DirectX® Compatible soundcard', 'VR Support: SteamVR or Oculus PC']","['Requires a 64-bit processor and operating system', 'OS *: 64bit versions of Windows® 7, Windows® 8, Windows® 10', 'Processor: AMD Ryzen 5 2600X or Intel Core i5 8600K', 'Memory: 8 GB RAM', 'Graphics: AMD RX Vega 56 or NVIDIA GTX 1070', 'DirectX: Version 11', 'Network: Broadband Internet connection', 'Storage: 100 GB available space', 'Sound Card: DirectX® Compatible soundcard']","25 Feb, 2019",['Codemasters'],"['Codemasters', 'Electronic Arts']",2.0,"(31,468)","19,445"
246,Assetto Corsa Competizione - 24H Nürburgring Pack,"['Racing', 'Simulation', 'Automobile Sim', 'Sports', 'Multiplayer', 'VR', 'Driving', 'Realistic', 'Singleplayer', 'Controller', 'Open World', 'eSports', 'Early Access', 'First-Person', 'Competitive', 'Online Co-Op', 'Atmospheric', 'Moddable', 'Difficult', 'Action']","['OS: Windows 10 x64 20H2 (October 2020 Update)', 'Processor: Intel Core i5-4460 or AMD FX-8120', 'Memory: 4 GB RAM', 'Graphics: GeForce GTX 750 4GB, Radeon RX 460 4GB', 'DirectX: Version 11', 'Storage: 50 GB available space', 'Sound Card: Integrated']","['OS: Windows 10 x64 - 21H2', 'Processor: Intel Core i5-8600K or AMD Ryzen 5 2600X', 'Memory: 8 GB RAM', 'Graphics: GeForce GTX 1070 8 GB, Radeon RX 580 8GB', 'DirectX: Version 11', 'Storage: 50 GB available space', 'Sound Card: Integrated']","1 Apr, 2024",['Kunos Simulazioni'],['Kunos Simulazioni'],2.0,(96% of 362) All Time,205
247,Automobilista 2,"['Racing', 'Simulation', 'Sports', 'VR', 'Automobile Sim', 'Indie', 'Action', 'Driving', 'Realistic', 'Multiplayer']","['Requires a 64-bit processor and operating system', 'OS *: Windows 10 (+ specific versions of 7)', 'Processor: 3.5 GHz Intel Core i5 3450 or AMD FX-8350', 'Memory: 8 GB RAM', 'Graphics: GTX680 or equivalent', 'DirectX: Version 11', 'Network: Broadband Internet connection', 'Storage: 120 GB available space', 'Sound Card: DirectX compatible sound card', 'VR Support: SteamVR or Oculus PC. Keyboard or gamepad required']","['Requires a 64-bit processor and operating system', 'OS: Windows 10', 'Processor: Intel Core i7 8700K / AMD Ryzen7 2700X', 'Memory: 16 GB RAM', 'Graphics: NVidia GTX 1080Ti or equivalent', 'DirectX: Version 11', 'Network: Broadband Internet connection', 'Storage: 120 GB available space', 'Sound Card: DirectX compatible sound card']","31 Mar, 2020",['Reiza Studios'],['Reiza Studios'],2.0,"(6,629)","4,543"
248,NBA 2K24,"['Sports', 'Basketball', 'Simulation', 'eSports', '3D', 'Realistic', 'Management', 'PvP', 'Character Customization', 'Controller', 'Immersive Sim', 'Team-Based', 'Trading', 'Co-op', 'Local Co-Op', 'Local Multiplayer', 'Multiplayer', 'Gambling', 'Online Co-Op', 'Singleplayer']","['Requires a 64-bit processor and operating system', 'OS: Windows 10 64-bit or Windows 11 64-bit', 'Processor: Intel® Core™ i3-2100 @  3.10 GHz/ AMD FX-6200 @ 3.80 GHz or better', 'Memory: 6 GB RAM', 'Graphics: NVIDIA® GeForce® GT 450 1GB/ ATI® Radeon™ HD 7770 1 GB or better', 'DirectX: Version 11', 'Network: Broadband Internet connection', 'Storage: 150 GB available space', 'Sound Card: Directx 9.0x', 'Additional Notes: Dual-analog Gamepad recommended. Initial installation requires one-time internet connection for Steam authentication; software installations required (included with the game) include DirectX and Visual C++ Redistributable 2012. In order to play NBA 2K24 on PC, you need a processor capable of supporting SSE 4.2 and AVX.']","['Requires a 64-bit processor and operating system', 'OS: Windows 10 64-bit or Windows 11 64-bit', 'Processor: Intel® Core™ i5-4430 @ 3 GHz/ AMD FX-8370 @ 3.4 GHz or better', 'Memory: 8 GB RAM', 'Graphics: NVIDIA® GeForce® GTX 770 2GB/ ATI® Radeon™ R9 270 2GB or better', 'DirectX: Version 11', 'Network: Broadband Internet connection', 'Storage: 150 GB available space', 'Sound Card: Directx 9.0c', 'Additional Notes: Dual-analog Gamepad recommended. Initial installation requires one-time internet connection for Steam authentication; software installations required (included with the game) include DirectX and Visual C++ Redistributable 2012. In order to play NBA 2K24 on PC, you need a processor capable of supporting SSE 4.2 and AVX.']","7 Sep, 2023",['Visual Concepts'],['2K'],6.0,"(31,089)","13,870"
249,Steep™,"['Sports', 'Open World', 'Multiplayer', 'Action', 'Simulation', 'Atmospheric', 'Exploration', 'Great Soundtrack', 'Adventure', 'Racing', 'Snowboarding', 'First-Person', 'Third Person', 'Co-op', 'Singleplayer', 'Realistic', 'Skiing', 'Sandbox', 'Casual', 'Snow']","['OS *: Originally released for Windows 7, the game can be played on Windows 10 and Windows 11 OS', 'Processor: Intel Core i5 2400S at 2.5 Ghz or AMD FX-4100 at 3.6 Ghz', 'Memory: 6 GB RAM', 'Graphics: GeForce GTX 560TI or Radeon R7 260X', 'DirectX: Version 11', 'Network: Broadband Internet connection', 'Storage: 25 GB available space', 'Sound Card: DirectX® compatible sound card with latest drivers', 'Additional Notes: SUPPORTED VIDEO CARDS (at time of release): NVIDIA GeForce® GTX660 or better, GeForce® GTX700/900/1000 series, AMD Radeon R9 260X or better, AMD Radeon R9 300 series, Fury series. Laptop versions of these cards may work but are NOT officially supported. For an up-to-date list of supported chipsets, please visit the FAQ for this game on our website: http://support.ubi.com. PERIPHERAL SUPPORTED: Windows®-compatible keyboard and mouse required, optional controller']","['OS *: Originally released for Windows 7, the game can be played on Windows 10 and Windows 11 OS', 'Processor: Intel Core i7 3770K at 3.5 Ghz or AMD FX-8350 at 4.0 Ghz', 'Memory: 8 GB RAM', 'Graphics: GeForce GTX 970 or Radeon R9 390', 'Network: Broadband Internet connection', 'Storage: 25 GB available space', 'Sound Card: DirectX® compatible sound card with latest drivers', 'Additional Notes: SUPPORTED VIDEO CARDS (at time of release): NVIDIA GeForce® GTX660 or better, GeForce® GTX700/900/1000 series, AMD Radeon R9 260X or better, AMD Radeon R9 300 series, Fury series. Laptop versions of these cards may work but are NOT officially supported. For an up-to-date list of supported chipsets, please visit the FAQ for this game on our website: http://support.ubi.com. PERIPHERAL SUPPORTED: Windows®-compatible keyboard and mouse required, optional controller']","2 Dec, 2016","['Ubisoft Annecy', 'Ubisoft Montpellier', 'Ubisoft Kiev']",['Ubisoft'],2.0,"(25,749)","10,661"
